sku,price,product_id,product_name,product_tags,stock_quantity,expiration_date,product_ratings,warranty_period,product_category,manufacturing_date,product_dimensions,product_description,color_size_variations
SKU-BEA-HAI-05260,2429.68,P005260,Mini Wood Haircare,"durable, eco-friendly, family",121,2027-09-10,2.8,6 months,Beauty,2024-09-14,93x11x28 cm,"A mini haircare made from wood, suitable for everyday use in the beauty category.",Colors: White; Sizes: XL/L/XS
SKU-BEA-HAI-05261,772.75,P005261,Compact Aluminum Haircare,"professional, trending",822,2024-01-01,3.2,2 years,Beauty,2022-10-16,72x55x38 cm,"A compact haircare made from aluminum, suitable for everyday use in the beauty category.",Colors: Blue/Brown/Pink; Sizes: XS
SKU-SPO-OUT-05262,2394.86,P005262,Mini Plastic Outdoor,"durable, lightweight, sale",182,,2.7,6 months,Sports,2021-11-06,47x58x27 cm,"A mini outdoor made from plastic, suitable for everyday use in the sports category.",Colors: Blue/Black/Gray/Green; Sizes: M
SKU-ELE-WEA-05263,892.57,P005263,Premium Aluminum Wearable,"durable, giftable",1279,,3.2,2 years,Electronics,2023-01-06,47x28x14 cm,"A premium wearable made from aluminum, suitable for everyday use in the electronics category.",Colors: Blue/Brown; Sizes: S/XL
SKU-SPO-ACC-05264,1344.17,P005264,Ultra Glass Accessorie,"durable, family, new, sale",858,,2.7,No Warranty,Sports,2023-03-25,14x9x30 cm,"A ultra accessorie made from glass, suitable for everyday use in the sports category.",Colors: Green/White/Silver; Sizes: XL/M
SKU-TOY-EDU-05265,2222.07,P005265,Max Cotton Educational,"eco-friendly, new, premium, sale",963,,2.8,3 years,Toys,2022-01-14,117x66x55 cm,"A max educational made from cotton, suitable for everyday use in the toys category.",Colors: Gold/Pink/Brown/Blue; Sizes: S/XL
SKU-GRO-SNA-05266,809.61,P005266,Mini Steel Snack,"lightweight, trending",414,2023-07-25,2.9,No Warranty,Grocery,2022-06-22,87x69x36 cm,"A mini snack made from steel, suitable for everyday use in the grocery category.",Colors: Silver; Sizes: One Size
SKU-GRO-BEV-05267,2029.42,P005267,Premium Wood Beverage,"eco-friendly, giftable, lightweight, new",1270,2025-02-10,4.7,No Warranty,Grocery,2024-06-21,58x50x59 cm,"A premium beverage made from wood, suitable for everyday use in the grocery category.",Colors: Pink/Red; Sizes: XL/L
SKU-OFF-PRI-05268,1801.11,P005268,Portable Steel Printing,"limited, new",695,,3.8,1 year,Office,2025-09-17,77x18x22 cm,"A portable printing made from steel, suitable for everyday use in the office category.",Colors: Red; Sizes: XS/S
SKU-BEA-FRA-05269,116.85,P005269,Max Steel Fragrance,"family, limited, premium",307,2024-10-07,4.3,1 year,Beauty,2023-09-30,111x33x51 cm,"A max fragrance made from steel, suitable for everyday use in the beauty category.",Colors: Gray/Green/Brown; Sizes: XS/M/S
SKU-OFF-FUR-05270,1456.01,P005270,Smart Aluminum Furniture,"family, giftable",1422,,4.9,3 months,Office,2021-08-12,22x70x37 cm,"A smart furniture made from aluminum, suitable for everyday use in the office category.",Colors: Black/Blue/Pink; Sizes: One Size/XL
SKU-SPO-FIT-05271,983.86,P005271,Deluxe Steel Fitnes,"giftable, lightweight, professional, trending",1071,,3.7,No Warranty,Sports,2022-04-30,34x84x13 cm,"A deluxe fitnes made from steel, suitable for everyday use in the sports category.",Colors: White/Blue/Gray/Brown; Sizes: S/XL
SKU-FAS-WOM-05272,1595.39,P005272,Premium Glass Women,"professional, trending",955,,2.6,3 years,Fashion,2023-02-03,51x65x4 cm,"A premium women made from glass, suitable for everyday use in the fashion category.",Colors: Pink; Sizes: XS/S/One Size
SKU-OFF-TEC-05273,2398.01,P005273,Compact Wood Tech,"family, giftable",1364,,3.5,6 months,Office,2021-06-13,106x79x3 cm,"A compact tech made from wood, suitable for everyday use in the office category.",Colors: Gold/Silver; Sizes: XS
SKU-BEA-WEL-05274,908.72,P005274,Max Plastic Wellnes,"bestseller, durable, limited, professional",1119,2027-01-04,4.7,3 months,Beauty,2025-12-17,40x62x7 cm,"A max wellnes made from plastic, suitable for everyday use in the beauty category.",Colors: Brown/Silver; Sizes: XL/S/L
SKU-SPO-TEA-05275,1059.41,P005275,Mini Plastic Team Sport,"durable, lightweight",9,,3.6,2 years,Sports,2021-11-13,117x32x29 cm,"A mini team sport made from plastic, suitable for everyday use in the sports category.",Colors: Green; Sizes: L
SKU-FAS-KID-05276,281.15,P005276,Ultra Plastic Kid,"eco-friendly, family, sale",506,,2.7,3 months,Fashion,2022-11-24,48x78x22 cm,"A ultra kid made from plastic, suitable for everyday use in the fashion category.",Colors: Pink/Gold; Sizes: S/XS/One Size
SKU-HOM-COO-05277,1597.84,P005277,Mini Cotton Cookware,"durable, premium, sale",883,,3.3,2 years,Home & Kitchen,2021-04-06,79x15x32 cm,"A mini cookware made from cotton, suitable for everyday use in the home & kitchen category.",Colors: White/Pink/Gray; Sizes: M/XL
SKU-FAS-WOM-05278,834.97,P005278,Compact Leather Women,"bestseller, trending",1094,,3.2,No Warranty,Fashion,2023-05-09,109x27x28 cm,"A compact women made from leather, suitable for everyday use in the fashion category.",Colors: Green; Sizes: M/S
SKU-TOY-BOA-05279,2121.12,P005279,Pro Aluminum Board Game,"durable, limited, sale",782,,2.7,6 months,Toys,2024-02-22,101x87x44 cm,"A pro board game made from aluminum, suitable for everyday use in the toys category.",Colors: Silver; Sizes: XS
SKU-GRO-SNA-05280,608.96,P005280,Pro Leather Snack,"family, premium, sale, trending",982,2024-07-24,3.4,No Warranty,Grocery,2023-08-10,96x77x5 cm,"A pro snack made from leather, suitable for everyday use in the grocery category.",Colors: White/Blue/Gold; Sizes: S/XL
SKU-ELE-WEA-05281,1473.56,P005281,Pro Leather Wearable,"eco-friendly, new, sale",1335,,3.1,3 months,Electronics,2025-06-13,88x72x13 cm,"A pro wearable made from leather, suitable for everyday use in the electronics category.",Colors: Silver/Blue/Green; Sizes: XS/One Size/S
SKU-GRO-SNA-05282,2155.89,P005282,Portable Aluminum Snack,"lightweight, new, trending",655,2025-02-06,3.8,No Warranty,Grocery,2023-06-18,31x46x6 cm,"A portable snack made from aluminum, suitable for everyday use in the grocery category.",Colors: Red/Gray/Gold/Brown; Sizes: S/L
SKU-TOY-BOA-05283,1130.89,P005283,Essential Leather Board Game,"family, premium",1235,,3.6,No Warranty,Toys,2025-01-07,97x29x12 cm,"A essential board game made from leather, suitable for everyday use in the toys category.",Colors: Red/Blue; Sizes: L/One Size/XL
SKU-FAS-WOM-05284,2169.65,P005284,Ultra Leather Women,"durable, lightweight, new, trending",303,,2.9,3 months,Fashion,2022-04-02,113x78x55 cm,"A ultra women made from leather, suitable for everyday use in the fashion category.",Colors: Gray; Sizes: XS/XL/M
SKU-GRO-FRO-05285,2176.62,P005285,Ultra Aluminum Frozen,"premium, trending",905,2025-08-10,4.0,No Warranty,Grocery,2023-02-28,100x84x3 cm,"A ultra frozen made from aluminum, suitable for everyday use in the grocery category.",Colors: White/Black; Sizes: One Size/XL/S
SKU-ELE-WEA-05286,2147.44,P005286,Portable Aluminum Wearable,"family, giftable, new",730,,4.8,6 months,Electronics,2021-04-06,84x56x35 cm,"A portable wearable made from aluminum, suitable for everyday use in the electronics category.",Colors: Gold/White; Sizes: S/One Size
SKU-FAS-SHO-05287,118.15,P005287,Pro Steel Shoe,"eco-friendly, limited, premium",363,,2.7,1 year,Fashion,2023-04-08,78x49x14 cm,"A pro shoe made from steel, suitable for everyday use in the fashion category.",Colors: Black/Gold/Green; Sizes: XS/One Size
SKU-HOM-APP-05288,998.91,P005288,Smart Plastic Appliance,"durable, giftable, limited, trending",14,,2.9,2 years,Home & Kitchen,2023-08-30,89x73x56 cm,"A smart appliance made from plastic, suitable for everyday use in the home & kitchen category.",Colors: Brown; Sizes: S/L/XL
SKU-SPO-FIT-05289,45.58,P005289,Deluxe Cotton Fitnes,"durable, giftable",968,,4.8,6 months,Sports,2025-01-10,55x66x56 cm,"A deluxe fitnes made from cotton, suitable for everyday use in the sports category.",Colors: Silver/White/Pink/Black; Sizes: M/S
SKU-FAS-KID-05290,1870.02,P005290,Compact Aluminum Kid,"limited, new, premium",1207,,4.1,No Warranty,Fashion,2021-08-26,78x7x41 cm,"A compact kid made from aluminum, suitable for everyday use in the fashion category.",Colors: Black/Brown/Green; Sizes: M/One Size/XS
SKU-HOM-DEC-05291,861.89,P005291,Deluxe Glass Decor,"durable, giftable, trending",1135,,3.0,1 year,Home & Kitchen,2025-04-25,86x9x4 cm,"A deluxe decor made from glass, suitable for everyday use in the home & kitchen category.",Colors: Red/Brown; Sizes: XL/S
SKU-ELE-AUD-05292,1194.70,P005292,Eco Steel Audio,"sale, trending",806,,3.5,1 year,Electronics,2024-04-13,24x81x3 cm,"A eco audio made from steel, suitable for everyday use in the electronics category.",Colors: Gray/Green; Sizes: XL
SKU-FAS-WOM-05293,584.22,P005293,Max Leather Women,"family, giftable, lightweight, professional",255,,4.7,3 months,Fashion,2023-04-08,118x74x33 cm,"A max women made from leather, suitable for everyday use in the fashion category.",Colors: Silver; Sizes: L
SKU-TOY-BOA-05294,2432.27,P005294,Eco Silicone Board Game,"bestseller, premium, trending",502,,3.3,2 years,Toys,2025-12-25,109x87x52 cm,"A eco board game made from silicone, suitable for everyday use in the toys category.",Colors: Blue/Silver/Gray; Sizes: S/M
SKU-GRO-PAN-05295,1980.96,P005295,Pro Wood Pantry,"durable, lightweight, trending",1066,2026-12-15,4.9,No Warranty,Grocery,2025-07-03,30x76x58 cm,"A pro pantry made from wood, suitable for everyday use in the grocery category.",Colors: Gray/Blue/Green; Sizes: XL
SKU-BEA-MAK-05296,1281.69,P005296,Compact Cotton Makeup,"family, limited, professional",701,2025-03-26,4.0,1 year,Beauty,2024-02-26,56x11x22 cm,"A compact makeup made from cotton, suitable for everyday use in the beauty category.",Colors: Gray/Blue/White/Brown; Sizes: M/XS/L
SKU-HOM-DEC-05297,1261.79,P005297,Portable Silicone Decor,"durable, giftable, premium",762,,3.7,3 months,Home & Kitchen,2022-08-16,78x10x24 cm,"A portable decor made from silicone, suitable for everyday use in the home & kitchen category.",Colors: Blue/Silver/Brown; Sizes: XL/L
SKU-OFF-FUR-05298,227.46,P005298,Deluxe Leather Furniture,"giftable, limited, new",1291,,4.6,3 months,Office,2021-07-26,107x74x1 cm,"A deluxe furniture made from leather, suitable for everyday use in the office category.",Colors: Silver/Black; Sizes: S/M
SKU-GRO-SNA-05299,1263.15,P005299,Pro Leather Snack,"durable, lightweight, limited, trending",696,2022-05-13,4.0,No Warranty,Grocery,2021-09-06,113x88x23 cm,"A pro snack made from leather, suitable for everyday use in the grocery category.",Colors: Gray/Brown; Sizes: L/XL
SKU-GRO-SNA-05300,2037.01,P005300,Pro Plastic Snack,"eco-friendly, premium, professional",1236,2026-01-10,4.5,No Warranty,Grocery,2024-11-14,88x59x42 cm,"A pro snack made from plastic, suitable for everyday use in the grocery category.",Colors: Pink/Brown; Sizes: S/One Size/L
SKU-HOM-STO-05301,610.92,P005301,Compact Aluminum Storage,"giftable, lightweight, sale, trending",268,,3.1,6 months,Home & Kitchen,2021-01-06,83x33x47 cm,"A compact storage made from aluminum, suitable for everyday use in the home & kitchen category.",Colors: Brown/Black/Gray; Sizes: L
SKU-ELE-LAP-05302,1525.54,P005302,Portable Wood Laptop,"durable, premium, sale, trending",774,,3.9,3 months,Electronics,2024-04-04,104x19x45 cm,"A portable laptop made from wood, suitable for everyday use in the electronics category.",Colors: Silver/Blue; Sizes: S/M/XS
SKU-TOY-PUZ-05303,1814.37,P005303,Essential Leather Puzzle,"family, new, sale",679,,4.1,No Warranty,Toys,2022-04-05,83x29x35 cm,"A essential puzzle made from leather, suitable for everyday use in the toys category.",Colors: Pink/Brown/Silver; Sizes: M
SKU-FAS-KID-05304,455.66,P005304,Deluxe Leather Kid,"lightweight, trending",1058,,4.7,6 months,Fashion,2022-10-08,33x10x12 cm,"A deluxe kid made from leather, suitable for everyday use in the fashion category.",Colors: Gray/Black; Sizes: L/One Size
SKU-OFF-ORG-05305,1523.07,P005305,Mini Glass Organization,"premium, professional",174,,3.0,2 years,Office,2023-10-28,41x40x4 cm,"A mini organization made from glass, suitable for everyday use in the office category.",Colors: White; Sizes: S
SKU-SPO-ACC-05306,452.74,P005306,Premium Wood Accessorie,"eco-friendly, giftable, lightweight, premium",673,,4.0,3 years,Sports,2022-11-15,56x13x55 cm,"A premium accessorie made from wood, suitable for everyday use in the sports category.",Colors: Silver/Red; Sizes: XS/S/XL
SKU-TOY-OUT-05307,433.15,P005307,Max Glass Outdoor Toy,"bestseller, family, giftable",1377,,4.9,1 year,Toys,2024-03-08,58x15x9 cm,"A max outdoor toy made from glass, suitable for everyday use in the toys category.",Colors: Gray; Sizes: One Size
SKU-SPO-ACC-05308,1810.66,P005308,Essential Glass Accessorie,"family, professional, sale",1126,,4.7,3 months,Sports,2025-03-06,25x47x21 cm,"A essential accessorie made from glass, suitable for everyday use in the sports category.",Colors: Silver/Gold/Red; Sizes: XL/S
SKU-GRO-PAN-05309,1776.97,P005309,Compact Steel Pantry,"bestseller, family, limited, trending",339,2026-10-31,3.7,No Warranty,Grocery,2025-02-12,114x81x28 cm,"A compact pantry made from steel, suitable for everyday use in the grocery category.",Colors: White; Sizes: M/One Size
SKU-SPO-FIT-05310,2336.66,P005310,Premium Aluminum Fitnes,"bestseller, sale, trending",853,,4.0,No Warranty,Sports,2023-12-24,59x33x30 cm,"A premium fitnes made from aluminum, suitable for everyday use in the sports category.",Colors: Gray/Black/Gold; Sizes: XL/S
SKU-OFF-TEC-05311,162.57,P005311,Eco Steel Tech,"premium, professional, sale",1400,,2.8,6 months,Office,2024-10-22,96x63x7 cm,"A eco tech made from steel, suitable for everyday use in the office category.",Colors: Brown/White; Sizes: XL/M/L
SKU-TOY-OUT-05312,1124.60,P005312,Classic Aluminum Outdoor Toy,"durable, new, sale",678,,3.5,3 months,Toys,2023-11-30,111x16x34 cm,"A classic outdoor toy made from aluminum, suitable for everyday use in the toys category.",Colors: Silver/Pink/Black/Brown; Sizes: S
SKU-SPO-CYC-05313,388.28,P005313,Mini Cotton Cycling,"bestseller, giftable, lightweight, trending",1014,,2.8,3 months,Sports,2025-05-13,6x88x23 cm,"A mini cycling made from cotton, suitable for everyday use in the sports category.",Colors: White; Sizes: One Size/M
SKU-HOM-STO-05314,2259.57,P005314,Eco Aluminum Storage,"family, limited",200,,3.0,3 years,Home & Kitchen,2021-12-14,93x13x23 cm,"A eco storage made from aluminum, suitable for everyday use in the home & kitchen category.",Colors: Pink/Brown; Sizes: One Size/M
SKU-OFF-PRI-05315,2416.20,P005315,Deluxe Silicone Printing,"new, trending",1061,,3.5,No Warranty,Office,2024-05-27,6x11x13 cm,"A deluxe printing made from silicone, suitable for everyday use in the office category.",Colors: Red/White/Pink/Gold; Sizes: L/XS/S
SKU-FAS-BAG-05316,1776.98,P005316,Premium Aluminum Bag,"eco-friendly, lightweight",257,,4.6,No Warranty,Fashion,2022-07-27,53x58x55 cm,"A premium bag made from aluminum, suitable for everyday use in the fashion category.",Colors: Silver/Red/Green; Sizes: L/M
SKU-TOY-BOA-05317,2061.34,P005317,Eco Aluminum Board Game,"giftable, sale",368,,2.9,1 year,Toys,2024-08-19,116x72x39 cm,"A eco board game made from aluminum, suitable for everyday use in the toys category.",Colors: Red/Brown/Gray; Sizes: L
SKU-FAS-KID-05318,1987.16,P005318,Mini Steel Kid,"giftable, lightweight",40,,2.7,2 years,Fashion,2025-08-14,8x78x60 cm,"A mini kid made from steel, suitable for everyday use in the fashion category.",Colors: White/Green/Pink/Brown; Sizes: S
SKU-FAS-MEN-05319,1857.84,P005319,Pro Leather Men,"bestseller, sale",409,,3.1,2 years,Fashion,2024-07-28,83x52x43 cm,"A pro men made from leather, suitable for everyday use in the fashion category.",Colors: Red; Sizes: One Size/M/XL
SKU-GRO-PAN-05320,661.85,P005320,Premium Plastic Pantry,"new, professional",690,2022-10-18,4.2,No Warranty,Grocery,2022-02-23,89x88x41 cm,"A premium pantry made from plastic, suitable for everyday use in the grocery category.",Colors: Blue/Black; Sizes: One Size
SKU-OFF-ORG-05321,1650.48,P005321,Eco Silicone Organization,"eco-friendly, professional, trending",887,,3.4,No Warranty,Office,2022-11-03,102x41x57 cm,"A eco organization made from silicone, suitable for everyday use in the office category.",Colors: Black/Red; Sizes: XL/One Size
SKU-GRO-FRO-05322,617.25,P005322,Essential Cotton Frozen,"eco-friendly, giftable",1057,2023-07-16,2.9,No Warranty,Grocery,2021-04-01,97x28x41 cm,"A essential frozen made from cotton, suitable for everyday use in the grocery category.",Colors: Blue; Sizes: S
SKU-FAS-SHO-05323,204.75,P005323,Classic Steel Shoe,"lightweight, premium",218,,4.8,3 months,Fashion,2023-03-17,70x84x50 cm,"A classic shoe made from steel, suitable for everyday use in the fashion category.",Colors: Black/Gray; Sizes: One Size
SKU-GRO-PAN-05324,1173.60,P005324,Smart Steel Pantry,"durable, new, premium, professional",870,2024-03-28,4.3,No Warranty,Grocery,2021-07-16,72x46x33 cm,"A smart pantry made from steel, suitable for everyday use in the grocery category.",Colors: Pink; Sizes: One Size/XL
SKU-FAS-MEN-05325,1159.98,P005325,Essential Steel Men,"durable, eco-friendly, family, giftable",940,,4.8,2 years,Fashion,2024-01-23,98x6x53 cm,"A essential men made from steel, suitable for everyday use in the fashion category.",Colors: Gold/Red/Black; Sizes: XL/One Size/L
SKU-SPO-TEA-05326,464.69,P005326,Max Leather Team Sport,"durable, eco-friendly, premium, professional",591,,3.0,6 months,Sports,2025-10-03,19x35x17 cm,"A max team sport made from leather, suitable for everyday use in the sports category.",Colors: Green/Silver/Gray; Sizes: XL
